forma,tipo,sub_tipo
natural,Trastornos del Sistema Digestivo,Hernia no especificada de la cavidad abdominal
natural,Trastornos del Sistema Digestivo,Enfermedad de Crohn [enteritis regional]
natural,Trastornos del Sistema Digestivo,Colitis Ulcerativa
natural,Trastornos del Sistema Digestivo,Otras colitis y gastroenteritis no infecciosas
natural,Trastornos del Sistema Digestivo,Trastornos vasculares de los intestinos
natural,Trastornos del Sistema Digestivo,Ileo paralítico y obstrucción intestinal sin hernia
natural,Trastornos del Sistema Digestivo,Enfermedad diverticular del intestino
natural,Trastornos del Sistema Digestivo,Síndrome del colon irritable
natural,Trastornos del Sistema Digestivo,Otros trastornos funcionles del intestino
natural,Trastornos del Sistema Digestivo,Fisura y fístula de las regiones anal y rectal
natural,Trastornos del Sistema Digestivo,Absceso de las regiones anal y rectal
natural,Trastornos del Sistema Digestivo,Otras enfermedades del ano y del recto
natural,Trastornos del Sistema Digestivo,Otras enfermedades de los intestinos
natural,Trastornos del Sistema Digestivo,Hemorroides y trombosis venosa perianal
natural,Trastornos del Sistema Digestivo,Peritonitis
natural,Trastornos del Sistema Digestivo,Otros trastornos del peritoneo
natural,Trastornos del Sistema Digestivo,Trastornos del peritoneo en enfermedades infecciosas clasificadas en otra parte
natural,Trastornos del Sistema Digestivo,Enfermedad alcohólica del hígado
natural,Trastornos del Sistema Digestivo,Enfermedad tóxica del hígado
natural,Trastornos del Sistema Digestivo,Insuficiencia hepática no clasificada en otra parte
natural,Trastornos del Sistema Digestivo,Hepatitis crónica no clasificada en otra parte
natural,Trastornos del Sistema Digestivo,Fibrosis y cirrosis del hígado
natural,Trastornos del Sistema Digestivo,Otras enfermedades inflamatorias del hígado
natural,Trastornos del Sistema Digestivo,Otras enfermedades del hígado
natural,Trastornos del Sistema Digestivo,Trastornos del hígado en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Digestivo,Colelitiasis
natural,Trastornos del Sistema Digestivo,Colecistitis
natural,Trastornos del Sistema Digestivo,Otras enfermedades de la vesícula biliar
natural,Trastornos del Sistema Digestivo,Otras enfermedades de las vías biliares
natural,Trastornos del Sistema Digestivo,Pancreatitis aguda
natural,Trastornos del Sistema Digestivo,Otras enfermedades del páncreas
natural,Trastornos del Sistema Digestivo,Trastornos de la vesícula biliar de las vías biliares y del páncreas en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Digestivo,Malabsorción intestinal
natural,Trastornos del Sistema Digestivo,Trastornos del sistema digestivo consecutivos a procedimientos no clasificados en otra parte
natural,Trastornos del Sistema Digestivo,Otras enfermedades del sistema digestivo
natural,Trastornos del Sistema Digestivo,Trastornos de otros órganos digestivos en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Digestivo,Dolor abdominal y pélvico
natural,Trastornos del Sistema Digestivo,Náusea y vómito
natural,Trastornos del Sistema Digestivo,Acidez
natural,Trastornos del Sistema Digestivo,Disfagia
natural,Trastornos del Sistema Digestivo,Flatulencia y afecciones afines
natural,Trastornos del Sistema Digestivo,Incontinencia fecal
natural,Trastornos del Sistema Digestivo,Hepatomegalia y esplenomegalia no clasificadas en otra parte
natural,Trastornos del Sistema Digestivo,Ictericia no especificada
natural,Trastornos del Sistema Digestivo,Ascitis
natural,Trastornos del Sistema Digestivo,Otros síntomas y signos que involucran el sistema digestivo y el abdomen
natural,Trastornos de la Peil y Tejido Subcutaneo,Síndrome estafilocócico de la piel escaldada
natural,Trastornos de la Peil y Tejido Subcutaneo,Impétigo
natural,Trastornos de la Peil y Tejido Subcutaneo,Absceso cutáneo furúnculo y ántrax
natural,Trastornos de la Peil y Tejido Subcutaneo,Celulitis
natural,Trastornos de la Peil y Tejido Subcutaneo,Linfadenitis aguda
natural,Trastornos de la Peil y Tejido Subcutaneo,Alteraciones de la sensibilidad cutánea
natural,Trastornos de la Peil y Tejido Subcutaneo,Salpullido y otras erupciones cutáneas no especificadas
natural,Trastornos de la Peil y Tejido Subcutaneo,Tumefacción masa  o prominencia de la piel y del tejido subcutáneo localizados
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros cambios en la piel
natural,Trastornos de la Peil y Tejido Subcutaneo,Quiste pilonidal
natural,Trastornos de la Peil y Tejido Subcutaneo,Otras infecciones locales de la piel y del tejido subcutáneo
natural,Trastornos de la Peil y Tejido Subcutaneo,Pénfigo
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos acantolíticos
natural,Trastornos de la Peil y Tejido Subcutaneo,Penfigoide
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos flictenulares
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos flictenulares en enfermedades clasificadas en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis atópica
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis seborreica
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis del pañal
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis alérgica de contacto
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis de contacto por irritantes
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis de contacto forma no especificada
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis exfoliativa
natural,Trastornos de la Peil y Tejido Subcutaneo,Dermatitis debida a sustancias ingeridas
natural,Trastornos de la Peil y Tejido Subcutaneo,Liquen simple crónico y prurigo
natural,Trastornos de la Peil y Tejido Subcutaneo,Prurito
natural,Trastornos de la Peil y Tejido Subcutaneo,Otras dermatitis
natural,Trastornos de la Peil y Tejido Subcutaneo,Psoriasis
natural,Trastornos de la Peil y Tejido Subcutaneo,Parapsoriasis
natural,Trastornos de la Peil y Tejido Subcutaneo,Pitiriasis rosada
natural,Trastornos de la Peil y Tejido Subcutaneo,Liquen plano
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos papuloescamosos
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos papuloescamosos en enfermedades clasificadas en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Urticaria
natural,Trastornos de la Peil y Tejido Subcutaneo,Eritema multiforme
natural,Trastornos de la Peil y Tejido Subcutaneo,Eritema nudoso
natural,Trastornos de la Peil y Tejido Subcutaneo,Otras afecciones eritematosas
natural,Trastornos de la Peil y Tejido Subcutaneo,Eritema en enfermedades clasificadas en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Quemadura solar
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros cambios agudos de la piel debidos a radiación ultravioleta
natural,Trastornos de la Peil y Tejido Subcutaneo,Cambios de la piel debidos a exposición crónica a radiación no ionizante
natural,Trastornos de la Peil y Tejido Subcutaneo,Radiodermatitis
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos de la piel y del tejido subcutáneo relacionados con radiación
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos de las uñas
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos de las uñas en enfermedades clasificadas en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Alopecia areata
natural,Trastornos de la Peil y Tejido Subcutaneo,Alopecia andrógena
natural,Trastornos de la Peil y Tejido Subcutaneo,Otra pérdida no cicatricial del pelo
natural,Trastornos de la Peil y Tejido Subcutaneo,Alopecia cicatricial [pérdida cicatricial del pelo]
natural,Trastornos de la Peil y Tejido Subcutaneo,Anormalidades del tallo y del color del pelo
natural,Trastornos de la Peil y Tejido Subcutaneo,Hipertricosis
natural,Trastornos de la Peil y Tejido Subcutaneo,Acné
natural,Trastornos de la Peil y Tejido Subcutaneo,Rosásea
natural,Trastornos de la Peil y Tejido Subcutaneo,Quiste folicular de la piel y del tejido subcutáneo
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos foliculares
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos sudoríparos ecrinos
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos sudoríparos apocrinos
natural,Trastornos de la Peil y Tejido Subcutaneo,Vitíligo
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos de la pigmentación
natural,Trastornos de la Peil y Tejido Subcutaneo,Queratosis seborreica
natural,Trastornos de la Peil y Tejido Subcutaneo,Acantosis nigricans
natural,Trastornos de la Peil y Tejido Subcutaneo,Callos y callosidades
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros tipos de engrosamiento epidérmico
natural,Trastornos de la Peil y Tejido Subcutaneo,Queratoderma en enfermedades clasificadas en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos de la eliminación transepidérmica
natural,Trastornos de la Peil y Tejido Subcutaneo,Pioderma gangrenoso
natural,Trastornos de la Peil y Tejido Subcutaneo,Úlcera de decúbito y por área de presión
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos atróficos de la piel
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos hipertróficos de la piel
natural,Trastornos de la Peil y Tejido Subcutaneo,Trastornos granulomatosos de la piel y del tejido subcutáneo
natural,Trastornos de la Peil y Tejido Subcutaneo,Lupus eritematoso
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos localizados del tejido conjuntivo
natural,Trastornos de la Peil y Tejido Subcutaneo,Vasculitis limitada a la piel no clasificada en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Úlcera de miembro inferior no clasificada en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos de la piel y del tejido subcutáneo no clasificados en otra parte
natural,Trastornos de la Peil y Tejido Subcutaneo,Otros trastornos de la piel y del tejido subcutáneo en enfermedades clasificadas en otra parte
natural,Trastornos Auriculares,Artritis piógena
natural,Trastornos Auriculares,Infecciones directas de la articulación en enfermedades infecciosas y parasitarias clasificadas en otra parte
natural,Trastornos Auriculares,Artropatías reactivas
natural,Trastornos Auriculares,Artropatías postinfecciosas y reactivas en enfermedades clasificadas en otra parte
natural,Trastornos Auriculares,Artritis reumatoide seropositiva
natural,Trastornos Auriculares,Otras artritis reumatoides
natural,Trastornos Auriculares,Artropatías psoriásicas y enteropáticas
natural,Trastornos Auriculares,Artritis juvenil
natural,Trastornos Auriculares,Artritis juvenil en enfermedades clasificadas en otra parte
natural,Trastornos Auriculares,Gota
natural,Trastornos Auriculares,Otras artropatías por cristales
natural,Trastornos Auriculares,Otras artropatías específicas
natural,Trastornos Auriculares,Otras artritis
natural,Trastornos Auriculares,Artropatía en otras enfermedades clasificadas en otra parte
natural,Trastornos Auriculares,Poliartrosis
natural,Trastornos Auriculares,Coxartrosis [artrosis de la cadera]
natural,Trastornos Auriculares,Gonartrosis [artrosis de la rodilla]
natural,Trastornos Auriculares,Artrosis de la primera articulación carpometacarpiana
natural,Trastornos Auriculares,Otras artrosis
natural,Trastornos Auriculares,Deformidades adquiridas de los dedos de la mano y del pie
natural,Trastornos Auriculares,Otras deformidades adquiridas de los miembros
natural,Trastornos Auriculares,Trastornos de la rótula
natural,Trastornos Auriculares,Trastorno interno de la rodilla
natural,Trastornos Auriculares,Otros trastornos articulares específicos
natural,Trastornos Auriculares,Otros trastornos articulares no clasificados en otra parte
natural,Vasculopatia,Poliarteritis nudosa y afecciones relacionadas
natural,Vasculopatia,Otras vasculopatías necrotizantes
natural,Trastornos del Tejido Conjuntivo,Lupus eritematoso sistémico
natural,Trastornos del Tejido Conjuntivo,Dermatopolimiositis
natural,Trastornos del Tejido Conjuntivo,Esclerosis sistémica
natural,Trastornos del Tejido Conjuntivo,Otro compromiso sistémico del tejido conjuntivo
natural,Trastornos del Tejido Conjuntivo,Trastornos sistémicos del tejido conjuntivo en enfermedades clasificadas en otra parte
natural,Trastornos de la Columna Vertebral,Cifosis y lordosis
natural,Trastornos de la Columna Vertebral,Escoliosis
natural,Trastornos de la Columna Vertebral,Osteocondrosis de la columna vertebral
natural,Trastornos de la Columna Vertebral,Otras dorsopatías deformantes
natural,Trastornos de la Columna Vertebral,Espondilitis anquilosante
natural,Trastornos de la Columna Vertebral,Otras espondilopatías inflamatorias
natural,Trastornos de la Columna Vertebral,Espondilosis
natural,Trastornos de la Columna Vertebral,Otras espondilopatías
natural,Trastornos de la Columna Vertebral,Espondilopatías en enfermedades clasificadas en otra parte
natural,Trastornos de la Columna Vertebral,Trastornos de disco cervical
natural,Trastornos de la Columna Vertebral,Otros trastornos de los discos intervertebrales
natural,Trastornos de la Columna Vertebral,Otras dorsopatías no clasificadas en otra parte
natural,Trastornos Musculares,Dorsalgia
natural,Trastornos Musculares,Miositis
natural,Trastornos Musculares,Calcificación y osificación del músculo
natural,Trastornos Musculares,Otros trastornos de los músculos
natural,Trastornos Musculares,Trastornos de los músculos en enfermedades clasificadas en otra parte
natural,Entesopatia,Sinovitis y tenosinovitis
natural,Entesopatia,Ruptura espontánea de la sinovia y del tendón
natural,Entesopatia,Otros trastornos de la sinovia y del tendón
natural,Entesopatia,Trastornos de los tendones y de la sinovia en enfermedades clasificadas en otra parte
natural,Entesopatia,Trastornos de los tejidos blandos relacionados con el uso el uso excesivo y la presión
natural,Entesopatia,Otras bursopatías
natural,Entesopatia,Trastornos fibroblásticos
natural,Entesopatia,Trastornos de los tejidos blandos en enfermedades clasificadas en otra parte
natural,Entesopatia,Lesiones del hombro
natural,Entesopatia,Entesopatías del miembro inferior excluido el pie
natural,Entesopatia,Otras entesopatías
natural,Entesopatia,Otros trastornos de los tejidos blandos no clasificados en otra parte
natural,Trastornos de los Huesos,Osteoporosis con fractura patológica
natural,Trastornos de los Huesos,Osteoporosis sin fractura patológica
natural,Trastornos de los Huesos,Osteoporosis en enfermedades clasificadas en otra parte
natural,Trastornos de los Huesos,Osteomalacia del adulto
natural,Trastornos de los Huesos,Trastornos de la continuidad del hueso
natural,Trastornos de los Huesos,Otros trastornos de la densidad y de la estructura óseas
natural,Trastornos de los Huesos,Osteomielitis
natural,Trastornos de los Huesos,Osteonecrosis
natural,Trastornos de los Huesos,Enfermedad de Paget de los huesos [osteítis deformante]
natural,Trastornos de los Huesos,Otros trastornos del hueso
natural,Trastornos de los Huesos,Osteopatías en enfermedades clasificadas en otra parte
natural,Trastornos de los Huesos,Osteocondrosis juvenil de la cadera y de la pelvis
natural,Trastornos de los Huesos,Otras osteocondrosis juveniles
natural,Trastornos de los Huesos,Otras osteocondropatías
natural,Trastornos de los Huesos,Otros trastornos del cartílago
natural,Trastornos de los Huesos,Otras deformidades adquiridas del sistema osteomuscular y del tejido conjuntivo
natural,Trastornos de los Huesos,Trastornos osteomusculares consecutivos a procedimientos no clasificados en otra parte
natural,Trastornos de los Huesos,Lesiones biomecánicas no clasificadas en otra parte
natural,Trastornos del Riñon,Síndrome nefrítico agudo
natural,Trastornos del Riñon,Síndrome nefrítico rápidamente progresivo
natural,Trastornos del Riñon,Hematuria recurrente y persistente
natural,Trastornos del Riñon,Síndrome nefrítico crónico
natural,Trastornos del Riñon,Síndrome nefrótico
natural,Trastornos del Riñon,Síndrome nefrítico no especificado
natural,Trastornos del Riñon,Proteinuria aislada con lesión morfológica especificada
natural,Trastornos del Riñon,Nefropatía hereditaria no clasificada en otra parte
natural,Trastornos del Riñon,Trastornos glomerulares en enfermedades clasificadas en otra parte
natural,Trastornos del Riñon,Nefritis tubulointersticial aguda
natural,Trastornos del Riñon,Nefritis  tubulointersticial crónica
natural,Trastornos del Riñon,Nefritis tubulointersticial no especificada como aguda o crónica
natural,Trastornos del Riñon,Uropatía obstructiva y por reflujo
natural,Trastornos del Riñon,Afecciones tubulares y tubulointersticiales inducidas por drogas y por metales pesados
natural,Trastornos del Riñon,Otras enfermedades renales tubulointersticiales
natural,Trastornos del Riñon,Trastornos renales tubulointersticiales en enfermedades clasificadas en otra parte
natural,Trastornos del Riñon,Insuficiencia renal aguda
natural,Trastornos del Riñon,Enfermedad renal crónica
natural,Trastornos del Riñon,Insuficiencia renal no especificada
natural,Trastornos del Riñon,Cálculo del riñón y del uréter
natural,Trastornos del Riñon,Cálculo de las vías urinarias inferiores
natural,Trastornos del Riñon,Cálculo de las vías urinarias en enfermedades clasificadas en otra parte
natural,Trastornos del Riñon,Cólico renal no especificado
natural,Trastornos del Riñon,Trastornos resultantes de la función tubular renal alterada
natural,Trastornos del Riñon,Riñón contraído no especificado
natural,Trastornos del Riñon,Riñón pequeño de causa desconocida
natural,Trastornos del Riñon,Otros trastornos del riñón y del uréter no clasificados en otra parte
natural,Trastornos del Riñon,Otros trastornos del riñón y del uréter en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Urinario,Cistitis
natural,Trastornos del Sistema Urinario,Disfunción neuromuscular de la vejiga no clasificada en otra parte
natural,Trastornos del Sistema Urinario,Otros trastornos de la vejiga
natural,Trastornos del Sistema Urinario,Trastornos de la vejiga en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Urinario,Uretritis y síndrome uretral
natural,Trastornos del Sistema Urinario,Estrechez uretral
natural,Trastornos del Sistema Urinario,Otros trastornos de la uretra
natural,Trastornos del Sistema Urinario,Trastornos de la uretra en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Urinario,Otros trastornos del sistema urinario
natural,Trastornos del Sistema Urinario,Dolor asociado con la micción
natural,Trastornos del Sistema Urinario,Hematuria no especificada
natural,Trastornos del Sistema Urinario,Incontinencia urinaria no especificada
natural,Trastornos del Sistema Urinario,Retención de orina
natural,Trastornos del Sistema Urinario,Anuria y oliguria
natural,Trastornos del Sistema Urinario,Poliuria
natural,Trastornos del Sistema Urinario,Descarga uretral
natural,Trastornos del Sistema Urinario,Otros síntomas y signos que involucran el sistema urinario
natural,Trastornos Cognoscitivos y de la Conciencia,Somnolencia estupor y coma
natural,Trastornos Cognoscitivos y de la Conciencia,Otros síntomas y signos que involucran la función cognoscitiva y la conciencia
natural,Trastornos Sensoriales y Perceptivos,Mareo y desvanecimiento
natural,Trastornos Sensoriales y Perceptivos,Trastornos del olfato y del gusto
natural,Trastornos Sensoriales y Perceptivos,Otros síntomas y signos que involucran las sensaciones y percepciones generales
natural,Trastornos de los Organos Genitales Masculinos,Hiperplasia de la próstata
natural,Trastornos de los Organos Genitales Masculinos,Enfermedades inflamatorias de la próstata
natural,Trastornos de los Organos Genitales Masculinos,Otros trastornos de la próstata
natural,Trastornos de los Organos Genitales Masculinos,Hidrocele y espermatocele
natural,Trastornos de los Organos Genitales Masculinos,Torsión del testículo
natural,Trastornos de los Organos Genitales Masculinos,Orquitis y epididimitis
natural,Trastornos de los Organos Genitales Masculinos,Esterilidad en el varón
natural,Trastornos de los Organos Genitales Masculinos,Prepucio redundante fimosis y parafimosis
natural,Trastornos de los Organos Genitales Masculinos,Otros trastornos del pene
natural,Trastornos de los Organos Genitales Masculinos,Trastornos inflamatorios de órganos genitales masculinos no clasificados en otra parte
natural,Trastornos de los Organos Genitales Masculinos,Otros trastornos de los órganos genitales masculinos
natural,Trastornos de los Organos Genitales Masculinos,Trastornos de los órganos genitales masculinos en enfermedades clasificadas en otra parte
natural,Trastornos de la Mama,Displasia mamaria benigna
natural,Trastornos de la Mama,Trastornos inflamatorios de la mama
natural,Trastornos de la Mama,Hipertrofia de la mama
natural,Trastornos de la Mama,Masa no especificada en la mama
natural,Trastornos de la Mama,Otros trastornos de la mama
natural,Trastornos de los Organos Genitales Femeninos,Salpingitis y ooforitis
natural,Trastornos de los Organos Genitales Femeninos,Enfermedad inflamatoria del útero excepto del cuello uterino
natural,Trastornos de los Organos Genitales Femeninos,Enfermedad inflamatoria del cuello uterino
natural,Trastornos de los Organos Genitales Femeninos,Otras enfermedades pélvicas inflamatorias femeninas
natural,Trastornos de los Organos Genitales Femeninos,Trastornos inflamatorios de la pelvis femenina en enfermedades clasificadas en otra parte
natural,Trastornos de los Organos Genitales Femeninos,Enfermedades de la glándula de Bartholin
natural,Trastornos de los Organos Genitales Femeninos,Otras afecciones inflamatorias de la vagina y de la vulva
natural,Trastornos de los Organos Genitales Femeninos,Ulceración e inflamación vulvovaginal en enfermedades clasificadas en otra parte
natural,Trastornos de los Organos Genitales Femeninos,Endometriosis
natural,Trastornos de los Organos Genitales Femeninos,Prolapso genital femenino
natural,Trastornos de los Organos Genitales Femeninos,Fístulas que afectan el tracto genital femenino
natural,Trastornos de los Organos Genitales Femeninos,Tratornos no inflamatorios del ovario de la trompa de Falopio y del ligamento ancho
natural,Trastornos de los Organos Genitales Femeninos,Pólipo del tracto genital femenino
natural,Trastornos de los Organos Genitales Femeninos,Otros trastornos no inflamatorios del útero excepto del cuello
natural,Trastornos de los Organos Genitales Femeninos,Erosión y ectropión del cuello del útero
natural,Trastornos de los Organos Genitales Femeninos,Displasia del cuello uterino
natural,Trastornos de los Organos Genitales Femeninos,Otros trastornos no inflamatorios del cuello del útero
natural,Trastornos de los Organos Genitales Femeninos,Otros trastornos no inflamatorios de la vagina
natural,Trastornos de los Organos Genitales Femeninos,Otros trastornos no inflamatorios de la vulva y del perineo
natural,Trastornos de los Organos Genitales Femeninos,Menstruación ausente escasa o rara
natural,Trastornos de los Organos Genitales Femeninos,Menstruación excesiva frecuente e irregular
natural,Trastornos de los Organos Genitales Femeninos,Otras hemorragias uterinas o vaginales anormales
natural,Trastornos de los Organos Genitales Femeninos,Dolor y otras afecciones relacionadas con los órganos genitales femeninos y con el ciclo menstrual
natural,Trastornos de los Organos Genitales Femeninos,Otros trastornos menopáusicos y perimenopáusicos
natural,Complicaciones Perinatales o Neonatales,Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente
natural,Complicaciones Perinatales o Neonatales,Feto y recién nacido afectados por complicaciones maternas del embarazo
natural,Complicaciones Perinatales o Neonatales,Feto y recién nacido afectado por complicaciones de la placenta del cordón umbilical y de las membranas
natural,Complicaciones Perinatales o Neonatales,Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto
natural,Complicaciones Perinatales o Neonatales,Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna
natural,Complicaciones Perinatales o Neonatales,Retardo del crecimiento fetal y desnutrición fetal
natural,Complicaciones Perinatales o Neonatales,Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer no clasificados en otra parte
natural,Complicaciones Perinatales o Neonatales,Trastornos relacionados con el embarazo prolongado y con sobrepeso al nacer
natural,Complicaciones Perinatales o Neonatales,Hemorragia y laceración intracraneal debidas a traumatismo del nacimiento
natural,Complicaciones Perinatales o Neonatales,Otros traumatismos del nacimiento en el sistema nervioso central
natural,Complicaciones Perinatales o Neonatales,Traumatismo del nacimiento en el cuero cabelludo
natural,Complicaciones Perinatales o Neonatales,Traumatismo del esqueleto durante el nacimiento
natural,Complicaciones Perinatales o Neonatales,Traumatismo del sistema nervioso periférico durante el nacimiento
natural,Complicaciones Perinatales o Neonatales,Otros traumatismos del nacimiento
natural,Complicaciones Perinatales o Neonatales,Hipoxia intrauterina
natural,Complicaciones Perinatales o Neonatales,Asfixia del nacimiento
natural,Complicaciones Perinatales o Neonatales,Dificultad respiratoria del recién nacido
natural,Complicaciones Perinatales o Neonatales,Neumonía congénita
natural,Complicaciones Perinatales o Neonatales,Síndromes de aspiración neonatal
natural,Complicaciones Perinatales o Neonatales,Enfisema intersticial y afecciones relacionadas originadas en el período perinatal
natural,Complicaciones Perinatales o Neonatales,Hemorragia pulmonar originada en el período perinatal
natural,Complicaciones Perinatales o Neonatales,Enfermedad respiratoria crónica originada en el período perinatal
natural,Complicaciones Perinatales o Neonatales,Otros problemas respiratorios del recién nacido originados en el período perinatal
natural,Complicaciones Perinatales o Neonatales,Trastornos cardiovasculares originados en el período perinatal
natural,Complicaciones Perinatales o Neonatales,Enfermedades virales congénitas
natural,Complicaciones Perinatales o Neonatales,Sepsis bacteriana del recién nacido
natural,Complicaciones Perinatales o Neonatales,Otras enfermedades infecciosas y parasitarias congénitas
natural,Complicaciones Perinatales o Neonatales,Onfalitis del recién nacido con o sin hemorragia leve
natural,Complicaciones Perinatales o Neonatales,Otras infecciones especificas del período perinatal
natural,Complicaciones Perinatales o Neonatales,Pérdida de sangre fetal
natural,Complicaciones Perinatales o Neonatales,Hemorragia umbilical del recién nacido
natural,Complicaciones Perinatales o Neonatales,Hemorragia intracraneal no traumática del feto y del recién nacido
natural,Complicaciones Perinatales o Neonatales,Enfermedad hemorrágica del feto y del recién nacido
natural,Complicaciones Perinatales o Neonatales,Otras hemorragias neonatales
natural,Complicaciones Perinatales o Neonatales,Enfermedad hemolítica del feto y del recién nacido
natural,Complicaciones Perinatales o Neonatales,Hidropesía fetal debida a enfermedad hemolítica
natural,Complicaciones Perinatales o Neonatales,Kernicterus
natural,Complicaciones Perinatales o Neonatales,Ictericia neonatal debida a otras hemólisis excesivas
natural,Complicaciones Perinatales o Neonatales,Ictericia neonatal por otras causas y por las no especificadas
natural,Complicaciones Perinatales o Neonatales,Coagulación intravascular diseminada en el feto y el recién nacido
natural,Complicaciones Perinatales o Neonatales,Otros trastornos hematológicos perinatales
natural,Complicaciones Perinatales o Neonatales,Trastornos transitorios del metabolismo de los carbohidratos específicos del feto y del recién nacido
natural,Complicaciones Perinatales o Neonatales,Trastornos neonatales transitorios del metabolismo del calcio y del magnesio
natural,Complicaciones Perinatales o Neonatales,Otros trastornos endocrinos neonatales transitorios
natural,Complicaciones Perinatales o Neonatales,Otras alteraciones metabólicas y electrolíticas neonatales transitorias
natural,Complicaciones Perinatales o Neonatales,Íleo meconial en la fibrosis quística (E84.1†)
natural,Complicaciones Perinatales o Neonatales,Otras obstrucciones intestinales del recién nacido
natural,Complicaciones Perinatales o Neonatales,Enterocolitis necrotizante del feto y del recién nacido
natural,Complicaciones Perinatales o Neonatales,Otros trastornos perinatales del sistema digestivo
natural,Complicaciones Perinatales o Neonatales,Hipotermia del recién nacido
natural,Complicaciones Perinatales o Neonatales,Otras alteraciones de la regulación de la temperatura en el recién nacido
natural,Complicaciones Perinatales o Neonatales,Otras afecciones de la piel especificas del feto y del recién nacido
natural,Complicaciones Perinatales o Neonatales,Convulsiones del recién nacido
natural,Complicaciones Perinatales o Neonatales,Otras alteraciones cerebrales del recién nacido
natural,Complicaciones Perinatales o Neonatales,Problemas de la ingestión de alimentos del recién nacido
natural,Complicaciones Perinatales o Neonatales,Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido
natural,Complicaciones Perinatales o Neonatales,Trastornos del tono muscular del recién nacido
natural,Complicaciones Perinatales o Neonatales,Muerte fetal de causa no especificada
natural,Complicaciones Perinatales o Neonatales,Otras afecciones originadas en el período perinatal
natural,Malformaciones Congenitas,Anencefalia y malformaciones congénitas similares
natural,Malformaciones Congenitas,Encefalocele
natural,Malformaciones Congenitas,Microcefalia
natural,Malformaciones Congenitas,Hidrocéfalo congénito
natural,Malformaciones Congenitas,Otras malformaciones congénitas del encéfalo
natural,Malformaciones Congenitas,Espina bífida
natural,Malformaciones Congenitas,Otras malformaciones congénitas de la médula espinal
natural,Malformaciones Congenitas,Otras malformaciones congénitas del sistema nervioso
natural,Malformaciones Congenitas,Malformaciones congénitas de los párpados del aparato lagrimal y de la órbita
natural,Malformaciones Congenitas,Anoftalmía microftalmía y macroftalmía
natural,Malformaciones Congenitas,Malformaciones congénitas del cristalino
natural,Malformaciones Congenitas,Malformaciones congénitas del segmento anterior del ojo
natural,Malformaciones Congenitas,Malformaciones congénitas del segmento posterior del ojo
natural,Malformaciones Congenitas,Otras malformaciones congénitas del ojo
natural,Malformaciones Congenitas,Malformaciones congénitas del oído que causan la alteración de la audición
natural,Malformaciones Congenitas,Otras malformaciones congénitas del oído
natural,Malformaciones Congenitas,Otras malformaciones congénitas del la cara y del cuello
natural,Malformaciones Congenitas,Malformaciones congénitas de las cámaras cardíacas y sus conexiones
natural,Malformaciones Congenitas,Malformaciones congénitas de los tabiques cardíacos
natural,Malformaciones Congenitas,Malformaciones congénitas de la válvulas pulmonar y tricúspide
